image,supplied_split,similarity_aware_split,changed_split
S_10100504.jpg,train,train,False
S_10100512.jpg,train,train,False
S_10100613.jpg,train,train,False
S_10100614.jpg,train,train,False
S_10100627.jpg,train,train,False
S_10100831.jpg,train,train,False
S_10100866.jpg,train,train,False
S_10100876.jpg,train,train,False
S_10100962.jpg,train,train,False
S_10100963.jpg,train,train,False
S_10101006.jpg,train,train,False
S_10101020.jpg,train,train,False
S_10101052.jpg,train,train,False
S_10101113.jpg,val,train,True
S_10101146.jpg,val,val,False
S_10101193.jpg,train,train,False
S_10101241.jpg,train,train,False
S_10101439.jpg,train,train,False
S_10101471.jpg,train,train,False
S_10101970.jpg,train,train,False
S_10101981.jpg,train,train,False
S_10102041.jpg,train,train,False
S_10102049.jpg,train,train,False
S_10102075.jpg,val,val,False
S_10102269.jpg,train,train,False
S_10102286.jpg,train,train,False
S_10102680.jpg,train,train,False
S_10102853.jpg,train,train,False
S_10102863.jpg,train,train,False
S_10102885.jpg,val,val,False
S_10102900.jpg,train,train,False
S_10102924.jpg,train,train,False
S_10102926.jpg,train,train,False
S_10103236.jpg,train,train,False
S_10103254.jpg,train,train,False
S_10103265.jpg,train,train,False
S_10103268.jpg,train,train,False
S_10103286.jpg,train,train,False
S_10103306.jpg,val,val,False
S_10103461.jpg,train,train,False
S_10103773.jpg,train,train,False
S_10103891.jpg,train,train,False
S_10103985.jpg,train,train,False
S_10104002.jpg,train,train,False
S_10104127.jpg,train,train,False
S_10104161.jpg,train,train,False
S_10104377.jpg,train,train,False
S_10104787.jpg,train,train,False
S_10104900.jpg,train,train,False
S_10105039.jpg,train,train,False
S_10105107.jpg,train,train,False
S_10105168.jpg,val,val,False
S_10105183.jpg,val,val,False
S_10105203.jpg,train,train,False
S_10105470.jpg,train,train,False
S_10105773.jpg,train,train,False
S_10105866.jpg,train,train,False
S_10105908.jpg,train,train,False
S_10105910.jpg,train,train,False
S_10105946.jpg,train,train,False
S_10105996.jpg,train,train,False
S_10106040.jpg,train,train,False
S_10106072.jpg,train,train,False
S_10106410.jpg,train,train,False
S_10106427.jpg,train,train,False
S_10106521.jpg,val,val,False
S_10106572.jpg,train,train,False
S_10106755.jpg,train,train,False
S_10106774.jpg,train,train,False
S_10106775.jpg,val,val,False
S_10106778.jpg,train,train,False
S_10106779.jpg,train,train,False
S_10106784.jpg,train,train,False
S_10106789.jpg,train,train,False
S_10106797.jpg,val,val,False
S_10106798.jpg,train,train,False
S_10106800.jpg,train,train,False
S_10106810.jpg,val,val,False
S_10106811.jpg,val,val,False
S_10106812.jpg,train,train,False
S_10106838.jpg,train,train,False
S_10106845.jpg,val,val,False
S_10106863.jpg,val,val,False
S_10107118.jpg,val,val,False
S_10107130.jpg,val,val,False
S_10107144.jpg,train,train,False
S_10107225.jpg,train,train,False
S_10107271.jpg,train,train,False
S_10107295.jpg,train,train,False
S_10107297.jpg,train,train,False
S_10107318.jpg,train,train,False
S_10107336.jpg,val,val,False
S_10107346.jpg,train,train,False
S_10107360.jpg,train,train,False
S_10108142.jpg,train,train,False
S_10110127.jpg,val,val,False
S_10113673.jpg,val,val,False
S_10115246.jpg,train,train,False
S_10116812.jpg,train,train,False
S_10117761.jpg,train,train,False
S_10119172.jpg,train,train,False
S_10125830.jpg,train,train,False
S_10127973.jpg,val,val,False
S_10132961.jpg,train,train,False
S_10136049.jpg,val,val,False
S_10136790.jpg,train,train,False
S_10137111.jpg,train,train,False
S_10137626.jpg,train,train,False
S_10137810.jpg,train,train,False
S_10138157.jpg,train,train,False
S_10139323.jpg,train,train,False
S_10140798.jpg,train,train,False
S_10141984.jpg,train,train,False
S_10144623.jpg,train,train,False
S_10144904.jpg,train,train,False
S_10145666.jpg,val,val,False
S_10145908.jpg,val,val,False
S_10147724.jpg,train,train,False
S_10147786.jpg,train,train,False
S_10148623.jpg,val,val,False
S_10148631.jpg,train,train,False
S_10148950.jpg,train,train,False
S_10148951.jpg,train,train,False
S_10149406.jpg,train,train,False
S_10149412.jpg,train,train,False
S_10149415.jpg,val,val,False
S_10149710.jpg,train,train,False
S_10149722.jpg,train,train,False
S_10152789.jpg,train,train,False
S_10152987.jpg,train,train,False
S_10154640.jpg,train,train,False
S_10157073.jpg,train,train,False
S_10157087.jpg,train,train,False
S_10157092.jpg,train,train,False
S_10157137.jpg,train,train,False
S_10157394.jpg,val,val,False
S_10157397.jpg,train,train,False
S_10157419.jpg,val,val,False
S_10157443.jpg,train,train,False
S_10157662.jpg,train,train,False
S_10157804.jpg,train,train,False
S_10157805.jpg,train,train,False
S_10158417.jpg,train,train,False
S_10159683.jpg,train,train,False
S_10159684.jpg,train,train,False
S_10159852.jpg,train,train,False
S_10159974.jpg,val,val,False
S_10160728.jpg,train,train,False
S_10163084.jpg,train,train,False
S_10165390.jpg,train,train,False
S_10165394.jpg,train,train,False
S_10165834.jpg,train,train,False
S_10166506.jpg,train,train,False
S_10166521.jpg,val,val,False
S_10166701.jpg,train,train,False
S_10167807.jpg,train,train,False
S_10169561.jpg,train,train,False
S_10173647.jpg,train,train,False
S_10175668.jpg,train,train,False
S_10175673.jpg,val,val,False
S_10175688.jpg,train,train,False
S_10176641.jpg,train,train,False
S_10177872.jpg,train,train,False
S_10177946.jpg,train,train,False
S_10181979.jpg,train,train,False
S_10181998.jpg,train,train,False
S_10189537.jpg,train,train,False
S_10189539.jpg,train,train,False
S_10192607.jpg,val,val,False
S_10192949.jpg,val,val,False
S_10193060.jpg,train,train,False
S_10193171.jpg,train,train,False
S_10193394.jpg,train,train,False
S_10193405.jpg,val,val,False
S_10193482.jpg,train,train,False
S_10193617.jpg,train,train,False
S_10194622.jpg,val,val,False
S_10194624.jpg,train,train,False
S_10194627.jpg,train,train,False
S_10196873.jpg,train,train,False
S_10197747.jpg,train,train,False
S_10198433.jpg,val,val,False
S_10198455.jpg,val,val,False
S_10198744.jpg,train,train,False
S_10200014.jpg,train,train,False
S_10201032.jpg,train,train,False
S_10204049.jpg,train,train,False
S_10205181.jpg,train,train,False
S_10207079.jpg,train,train,False
S_10210179.jpg,train,train,False
S_10212248.jpg,val,val,False
S_10213480.jpg,train,train,False
S_10214152.jpg,val,val,False
S_10214153.jpg,train,train,False
S_10214208.jpg,train,train,False
S_10214263.jpg,train,train,False
S_10214419.jpg,train,train,False
S_10214430.jpg,train,train,False
S_10214962.jpg,val,val,False
S_10215073.jpg,val,val,False
S_10215453.jpg,train,train,False
S_10215454.jpg,train,train,False
S_10215873.jpg,train,train,False
S_10215884.jpg,train,train,False
S_10216073.jpg,train,train,False
S_10216117.jpg,train,train,False
S_10216431.jpg,train,train,False
S_10216619.jpg,train,train,False
S_10216665.jpg,train,train,False
S_10221024.jpg,train,train,False
S_10221635.jpg,train,train,False
S_10221657.jpg,train,train,False
S_10221701.jpg,train,train,False
S_10221968.jpg,train,train,False
S_10222980.jpg,val,val,False
S_10224026.jpg,train,train,False
S_10224035.jpg,train,train,False
S_10224583.jpg,train,train,False
S_10225056.jpg,train,train,False
S_10225095.jpg,train,train,False
S_10225631.jpg,train,train,False
S_10226071.jpg,val,val,False
S_10226636.jpg,train,train,False
S_10226757.jpg,train,train,False
S_10227093.jpg,train,train,False
S_10228414.jpg,train,train,False
S_10228713.jpg,train,train,False
S_10228824.jpg,train,train,False
S_10229085.jpg,val,val,False
S_10229313.jpg,train,train,False
S_10229510.jpg,train,train,False
S_10230320.jpg,train,train,False
S_10230834.jpg,train,train,False
S_10231725.jpg,train,train,False
S_10232017.jpg,train,train,False
S_10232461.jpg,train,train,False
S_10233508.jpg,train,train,False
S_10233850.jpg,train,train,False
S_10233851.jpg,train,train,False
S_10236900.jpg,train,train,False
S_10237014.jpg,train,train,False
S_10237448.jpg,train,train,False
S_10237467.jpg,train,train,False
S_10237907.jpg,val,val,False
S_10238007.jpg,train,train,False
S_10239091.jpg,train,train,False
S_10239095.jpg,val,val,False
S_10239699.jpg,train,train,False
S_10242065.jpg,val,val,False
S_10242451.jpg,train,train,False
S_10243204.jpg,val,val,False
S_10244586.jpg,train,train,False
S_10246467.jpg,train,train,False
S_10249481.jpg,train,train,False
S_10249584.jpg,train,train,False
S_10251840.jpg,val,val,False
S_10251842.jpg,train,train,False
S_10252553.jpg,train,train,False
S_10252560.jpg,train,train,False
S_10253151.jpg,val,val,False
S_10253602.jpg,train,train,False
S_10253605.jpg,train,train,False
S_10253721.jpg,train,train,False
S_10253755.jpg,val,val,False
S_10254420.jpg,train,train,False
S_10254665.jpg,train,train,False
S_10254693.jpg,train,train,False
S_10256547.jpg,train,train,False
S_10256557.jpg,train,train,False
S_10262817.jpg,val,val,False
S_10265265.jpg,val,val,False
S_10267829.jpg,val,val,False
S_10270731.jpg,train,train,False
S_10270746.jpg,val,val,False
S_10271957.jpg,train,train,False
S_10271959.jpg,train,train,False
S_10274696.jpg,train,train,False
S_10274787.jpg,train,train,False
S_10274827.jpg,val,val,False
S_10274979.jpg,train,train,False
S_10274980.jpg,train,train,False
S_10274981.jpg,train,train,False
S_10274983.jpg,train,train,False
S_10275018.jpg,train,train,False
S_10275025.jpg,train,train,False
S_10275131.jpg,train,train,False
S_10275137.jpg,train,train,False
S_10275179.jpg,train,train,False
S_10275396.jpg,train,train,False
S_10275501.jpg,train,train,False
S_10275515.jpg,train,train,False
S_10275671.jpg,train,train,False
S_10275819.jpg,val,val,False
S_10275908.jpg,train,train,False
S_10277090.jpg,train,train,False
S_10277169.jpg,train,train,False
S_10277200.jpg,train,train,False
S_10277211.jpg,train,train,False
S_10277261.jpg,train,train,False
S_10277289.jpg,train,train,False
S_10277291.jpg,val,val,False
S_10277458.jpg,train,train,False
S_10277478.jpg,val,val,False
S_10277482.jpg,train,train,False
S_10277631.jpg,train,train,False
S_10277636.jpg,train,train,False
S_10277761.jpg,train,train,False
S_10277765.jpg,train,train,False
S_10277783.jpg,train,train,False
S_10277863.jpg,train,train,False
S_10277867.jpg,val,val,False
S_10277917.jpg,train,train,False
S_10277918.jpg,train,train,False
S_10277919.jpg,train,train,False
S_10277920.jpg,val,val,False
S_10277965.jpg,train,train,False
S_10277967.jpg,train,train,False
S_10277969.jpg,train,train,False
S_10277986.jpg,train,train,False
S_10278007.jpg,train,train,False
S_10278133.jpg,train,train,False
S_10278167.jpg,val,val,False
S_10278212.jpg,train,train,False
S_10278269.jpg,train,train,False
S_10278285.jpg,train,train,False
S_10278297.jpg,val,val,False
S_10278319.jpg,train,train,False
S_10278330.jpg,train,train,False
S_10278331.jpg,train,train,False
S_10278339.jpg,val,val,False
S_10278342.jpg,train,train,False
S_10278350.jpg,train,train,False
S_10278365.jpg,val,val,False
S_10278380.jpg,val,val,False
S_10278381.jpg,train,train,False
S_10278382.jpg,val,val,False
S_10278390.jpg,val,val,False
S_10279424.jpg,train,train,False
S_10279440.jpg,train,train,False
S_10279448.jpg,train,train,False
S_10279487.jpg,train,train,False
S_10279488.jpg,train,train,False
S_10279489.jpg,val,val,False
S_10279529.jpg,train,train,False
S_10279574.jpg,train,train,False
S_10279584.jpg,train,train,False
S_10279598.jpg,train,train,False
S_10279609.jpg,train,train,False
S_10279711.jpg,train,train,False
S_10279712.jpg,train,train,False
S_10279717.jpg,train,train,False
S_10279746.jpg,val,val,False
S_10279763.jpg,train,train,False
S_10279793.jpg,train,train,False
S_10279865.jpg,train,train,False
S_10279866.jpg,val,val,False
S_10279867.jpg,val,val,False
S_10279915.jpg,train,train,False
S_10280037.jpg,val,val,False
S_10280080.jpg,train,train,False
S_10280333.jpg,val,val,False
S_10280334.jpg,val,val,False
S_10280480.jpg,train,train,False
S_10280494.jpg,train,train,False
S_10280558.jpg,val,val,False
S_10280657.jpg,val,val,False
S_10281177.jpg,train,train,False
S_10281819.jpg,val,val,False
S_10281830.jpg,train,train,False
S_10281838.jpg,train,train,False
S_10281889.jpg,train,train,False
S_10281953.jpg,train,train,False
S_10281966.jpg,train,train,False
S_10282159.jpg,train,train,False
S_10282191.jpg,train,train,False
S_10282208.jpg,val,val,False
S_10282245.jpg,val,val,False
S_10282343.jpg,train,train,False
S_10282352.jpg,val,val,False
S_10282469.jpg,train,train,False
S_10282642.jpg,train,train,False
S_10282711.jpg,train,train,False
S_10282746.jpg,train,train,False
S_10282933.jpg,train,train,False
S_10283017.jpg,train,train,False
S_10283034.jpg,train,train,False
S_10283258.jpg,train,train,False
S_10283651.jpg,train,train,False
S_10283698.jpg,train,train,False
S_10283830.jpg,train,train,False
S_10284518.jpg,train,train,False
S_10284523.jpg,train,train,False
S_10284540.jpg,train,train,False
S_10284584.jpg,val,val,False
S_10284590.jpg,train,train,False
S_10284595.jpg,train,train,False
S_10284683.jpg,train,train,False
S_10284736.jpg,train,train,False
S_10284826.jpg,train,train,False
S_10284889.jpg,train,train,False
S_10284891.jpg,train,train,False
S_10284899.jpg,train,train,False
S_10284936.jpg,val,val,False
S_10284985.jpg,train,train,False
S_10285115.jpg,train,train,False
S_10285154.jpg,train,train,False
S_10286144.jpg,train,train,False
S_10286517.jpg,val,val,False
S_10286519.jpg,val,val,False
S_10288517.jpg,val,val,False
S_10288541.jpg,train,train,False
S_10288573.jpg,train,train,False
S_10288588.jpg,train,train,False
S_10289046.jpg,val,val,False
S_10289526.jpg,train,train,False
S_10289532.jpg,train,train,False
S_10289545.jpg,val,val,False
S_10289697.jpg,val,val,False
S_10290555.jpg,val,val,False
S_10291668.jpg,train,train,False
S_10291717.jpg,val,val,False
S_10292102.jpg,train,train,False
S_10292365.jpg,train,train,False
S_10292386.jpg,val,val,False
S_10292388.jpg,train,train,False
S_10292392.jpg,train,train,False
S_10292398.jpg,train,train,False
S_10292442.jpg,train,train,False
S_10292461.jpg,train,train,False
S_10292463.jpg,val,val,False
S_10292558.jpg,train,train,False
S_10292562.jpg,train,train,False
S_10292569.jpg,train,train,False
S_10292583.jpg,train,train,False
S_10292584.jpg,train,train,False
S_10292600.jpg,train,train,False
S_10292697.jpg,val,val,False
S_10292785.jpg,val,val,False
S_10292867.jpg,train,train,False
S_10292947.jpg,val,val,False
S_10293007.jpg,train,train,False
S_10293160.jpg,train,train,False
S_10293255.jpg,train,train,False
S_10293596.jpg,train,train,False
S_10293640.jpg,val,val,False
S_10293728.jpg,val,val,False
S_10294124.jpg,train,train,False
S_10294604.jpg,train,train,False
S_10294729.jpg,train,train,False
S_10294812.jpg,train,train,False
S_10294854.jpg,val,val,False
S_10295062.jpg,train,train,False
S_10295833.jpg,train,train,False
S_10296552.jpg,train,train,False
S_10296553.jpg,train,train,False
S_10296575.jpg,val,val,False
S_10296579.jpg,train,train,False
S_10297398.jpg,train,train,False
S_10297399.jpg,train,train,False
S_10297909.jpg,train,train,False
S_10298440.jpg,train,train,False
S_10299593.jpg,train,train,False
S_10299651.jpg,train,train,False
S_10299699.jpg,val,val,False
S_10299754.jpg,train,train,False
S_10300098.jpg,train,train,False
S_10300710.jpg,train,train,False
S_10301595.jpg,train,train,False
S_10302257.jpg,train,train,False
S_10302268.jpg,train,train,False
S_10302290.jpg,train,train,False
S_10302423.jpg,train,train,False
S_10302936.jpg,train,train,False
S_10302937.jpg,train,train,False
S_10303427.jpg,train,train,False
S_10304147.jpg,val,val,False
S_10304505.jpg,val,val,False
S_10304506.jpg,train,train,False
S_10304507.jpg,train,train,False
S_10304661.jpg,train,train,False
S_10304669.jpg,train,train,False
S_10304671.jpg,train,train,False
S_10304673.jpg,val,val,False
S_10304676.jpg,train,train,False
S_10304703.jpg,val,val,False
S_10304805.jpg,train,train,False
S_10304808.jpg,train,train,False
S_10304853.jpg,val,val,False
S_10305028.jpg,train,train,False
S_10305239.jpg,train,train,False
S_10305284.jpg,train,train,False
S_10305432.jpg,val,val,False
S_10305543.jpg,train,train,False
S_10305560.jpg,val,val,False
S_10305905.jpg,train,train,False
S_10305937.jpg,train,train,False
S_10305994.jpg,train,train,False
S_10306026.jpg,train,train,False
S_10306129.jpg,train,train,False
S_10306149.jpg,train,train,False
S_10306177.jpg,train,train,False
S_10306356.jpg,train,train,False
S_10306626.jpg,train,train,False
S_10306708.jpg,train,train,False
S_10306727.jpg,train,train,False
S_10306743.jpg,train,train,False
S_10306750.jpg,val,val,False
S_10306790.jpg,train,train,False
S_10306806.jpg,train,train,False
S_10306818.jpg,train,train,False
S_10306940.jpg,train,train,False
S_10307060.jpg,train,train,False
S_10307077.jpg,val,val,False
S_10307125.jpg,train,train,False
S_10307173.jpg,train,train,False
S_10307202.jpg,train,train,False
S_10307242.jpg,train,train,False
S_10307321.jpg,train,train,False
S_10307442.jpg,train,train,False
S_10307560.jpg,train,train,False
S_10307608.jpg,train,train,False
S_10307954.jpg,train,train,False
S_10307957.jpg,train,train,False
S_10307960.jpg,train,train,False
S_10308389.jpg,val,val,False
S_10308405.jpg,train,train,False
S_10308412.jpg,val,val,False
S_10308443.jpg,train,train,False
S_10308447.jpg,train,train,False
S_10308450.jpg,train,train,False
S_10308504.jpg,train,train,False
S_10308540.jpg,train,train,False
S_10308586.jpg,train,train,False
S_10308604.jpg,val,val,False
S_10308620.jpg,val,val,False
S_10308680.jpg,train,train,False
S_10308713.jpg,train,train,False
S_10308719.jpg,train,train,False
S_10308722.jpg,train,train,False
S_10308733.jpg,train,train,False
S_10308777.jpg,train,train,False
S_10308790.jpg,val,val,False
S_10308875.jpg,train,train,False
S_10308983.jpg,train,train,False
S_10309046.jpg,train,train,False
S_10309175.jpg,train,train,False
S_10309209.jpg,train,train,False
S_10309216.jpg,val,val,False
S_10309252.jpg,train,train,False
S_10309273.jpg,train,train,False
S_10309390.jpg,train,train,False
S_10309471.jpg,train,train,False
S_10309472.jpg,train,train,False
S_10309487.jpg,val,val,False
S_10309489.jpg,val,val,False
S_10309526.jpg,train,train,False
S_10309538.jpg,train,train,False
S_10309550.jpg,train,train,False
S_10309558.jpg,train,train,False
S_10309576.jpg,val,val,False
S_10309595.jpg,train,train,False
S_10309596.jpg,train,train,False
S_10309618.jpg,train,train,False
S_10309656.jpg,train,train,False
S_10309671.jpg,train,train,False
S_10309683.jpg,train,train,False
S_10309708.jpg,train,train,False
S_10309727.jpg,train,train,False
S_10309738.jpg,train,train,False
S_10309901.jpg,train,train,False
S_10310125.jpg,train,train,False
S_10310142.jpg,train,train,False
S_10310149.jpg,train,train,False
S_10310154.jpg,train,train,False
S_10310253.jpg,train,train,False
S_10310254.jpg,train,train,False
S_10310361.jpg,train,train,False
S_10310413.jpg,train,train,False
S_10310422.jpg,val,val,False
S_10310423.jpg,train,train,False
S_10310459.jpg,train,train,False
S_10310475.jpg,train,train,False
S_10310496.jpg,train,train,False
S_10310511.jpg,val,val,False
S_10310512.jpg,train,train,False
S_10310513.jpg,train,train,False
S_10310519.jpg,train,train,False
S_10310527.jpg,train,train,False
S_10310528.jpg,train,train,False
S_10310531.jpg,train,train,False
S_10310535.jpg,train,train,False
S_10310548.jpg,val,val,False
S_10310550.jpg,train,train,False
S_10310573.jpg,train,train,False
S_10310587.jpg,train,train,False
S_10310617.jpg,train,train,False
S_10310620.jpg,train,train,False
S_10310641.jpg,train,train,False
S_10310655.jpg,train,train,False
S_10310666.jpg,train,train,False
S_10310669.jpg,train,train,False
S_10310735.jpg,train,train,False
S_10310743.jpg,train,train,False
S_10310744.jpg,train,train,False
S_10310749.jpg,train,train,False
S_10310823.jpg,train,train,False
S_10310831.jpg,train,train,False
S_10310833.jpg,train,train,False
S_10310834.jpg,train,train,False
S_10310846.jpg,val,val,False
S_10310848.jpg,train,train,False
S_10310853.jpg,train,train,False
S_10310862.jpg,train,train,False
S_10310878.jpg,train,train,False
S_10311205.jpg,val,val,False
S_10311217.jpg,train,train,False
S_10311219.jpg,train,train,False
S_10311222.jpg,train,train,False
S_10311377.jpg,train,train,False
S_10311422.jpg,train,train,False
S_10311738.jpg,train,train,False
S_10311747.jpg,train,train,False
S_10311750.jpg,val,val,False
S_10311760.jpg,train,train,False
S_10311762.jpg,train,train,False
S_10311783.jpg,train,train,False
S_10311810.jpg,train,train,False
S_10311843.jpg,train,train,False
S_10311855.jpg,train,train,False
S_10311860.jpg,train,train,False
S_10311872.jpg,train,train,False
S_10311901.jpg,train,train,False
S_10311905.jpg,val,val,False
S_10311927.jpg,val,val,False
S_10311971.jpg,train,train,False
S_10312026.jpg,train,train,False
S_10312029.jpg,train,train,False
S_10312043.jpg,train,train,False
S_10312068.jpg,train,train,False
S_10312073.jpg,train,train,False
S_10312088.jpg,train,train,False
S_10312093.jpg,train,train,False
S_10312215.jpg,train,train,False
S_10312455.jpg,train,train,False
S_10312488.jpg,val,val,False
S_10312622.jpg,train,train,False
S_10312737.jpg,train,train,False
S_10312974.jpg,train,train,False
S_10312978.jpg,train,train,False
S_10312991.jpg,train,train,False
S_10312996.jpg,train,train,False
S_10313000.jpg,train,train,False
S_10313005.jpg,train,train,False
S_10313011.jpg,train,train,False
S_10313021.jpg,train,train,False
S_10313050.jpg,train,train,False
S_10313061.jpg,val,val,False
S_10313217.jpg,val,val,False
S_10313261.jpg,train,train,False
S_10313283.jpg,train,train,False
S_10313350.jpg,train,train,False
S_10313380.jpg,train,train,False
S_10313399.jpg,train,train,False
S_10313461.jpg,train,train,False
S_10313503.jpg,train,train,False
S_10313647.jpg,train,train,False
S_10313741.jpg,val,val,False
S_10313742.jpg,train,train,False
S_10314195.jpg,train,train,False
S_10314225.jpg,train,train,False
S_10314394.jpg,train,train,False
S_10314580.jpg,val,val,False
S_10315108.jpg,train,train,False
S_10315333.jpg,train,train,False
S_10315368.jpg,train,train,False
S_10315423.jpg,train,train,False
S_10315469.jpg,val,val,False
S_10315504.jpg,train,train,False
S_10315505.jpg,train,train,False
S_10315635.jpg,train,train,False
S_10315637.jpg,val,val,False
S_10315646.jpg,val,val,False
S_10315650.jpg,train,train,False
S_10315652.jpg,val,val,False
S_10315684.jpg,train,train,False
S_10315808.jpg,train,train,False
S_10315813.jpg,train,train,False
S_10315884.jpg,val,val,False
S_10316158.jpg,train,train,False
S_10316201.jpg,train,train,False
S_10316312.jpg,train,train,False
S_10316378.jpg,train,train,False
S_10316821.jpg,train,train,False
S_10317012.jpg,train,train,False
S_10317099.jpg,train,train,False
S_10317105.jpg,train,train,False
S_10317278.jpg,train,train,False
S_10318322.jpg,val,val,False
S_10318325.jpg,train,train,False
S_10321124.jpg,val,val,False
S_10321157.jpg,train,train,False
S_10321401.jpg,train,train,False
S_10321508.jpg,train,train,False
S_10321989.jpg,train,train,False
S_10322710.jpg,train,train,False
S_10322880.jpg,train,train,False
S_10323006.jpg,val,val,False
S_10323091.jpg,val,val,False
S_10324023.jpg,train,train,False
S_10325167.jpg,val,val,False
S_10325168.jpg,val,val,False
S_10325322.jpg,train,train,False
S_10326839.jpg,train,train,False
S_10329518.jpg,train,train,False
S_10329521.jpg,val,val,False
S_10329934.jpg,train,train,False
S_10329954.jpg,train,train,False
S_10329964.jpg,train,train,False
S_10329974.jpg,train,train,False
S_10330003.jpg,train,train,False
S_10330012.jpg,train,train,False
S_10330052.jpg,train,train,False
S_10330061.jpg,train,train,False
S_10330709.jpg,train,train,False
S_10330823.jpg,train,train,False
S_10330851.jpg,train,train,False
S_10330991.jpg,train,train,False
S_10331059.jpg,train,train,False
S_10331086.jpg,train,train,False
S_10331099.jpg,val,val,False
S_10331115.jpg,train,train,False
S_10331116.jpg,val,val,False
S_10331117.jpg,train,train,False
S_10331133.jpg,train,train,False
S_10331144.jpg,train,train,False
S_10331153.jpg,train,train,False
S_10331166.jpg,train,train,False
S_10331183.jpg,train,train,False
S_10331194.jpg,train,train,False
S_10331199.jpg,train,train,False
S_10331222.jpg,train,train,False
S_10331246.jpg,train,train,False
S_10331276.jpg,train,train,False
S_10331308.jpg,train,train,False
S_10331325.jpg,train,train,False
S_10331386.jpg,train,train,False
S_10331390.jpg,train,train,False
S_10331488.jpg,train,train,False
S_10331493.jpg,train,train,False
S_10331496.jpg,train,train,False
S_10331497.jpg,train,train,False
S_10331587.jpg,train,train,False
S_10331615.jpg,train,train,False
S_10331664.jpg,val,val,False
S_10331676.jpg,train,train,False
S_10331703.jpg,val,val,False
S_10331722.jpg,train,train,False
S_10332108.jpg,train,train,False
S_10335847.jpg,train,train,False
S_10336173.jpg,train,train,False
S_10337472.jpg,train,train,False
S_10337487.jpg,train,train,False
S_10337493.jpg,train,train,False
S_10337526.jpg,train,train,False
S_10337527.jpg,train,train,False
S_10337534.jpg,train,train,False
S_10337548.jpg,val,val,False
S_10337639.jpg,val,val,False
S_10337762.jpg,train,train,False
S_10337833.jpg,train,train,False
S_10337839.jpg,train,train,False
S_10337870.jpg,train,train,False
S_10337881.jpg,train,train,False
S_10337927.jpg,train,train,False
S_10337984.jpg,train,train,False
S_10338040.jpg,train,train,False
S_10338062.jpg,train,train,False
S_10338072.jpg,train,train,False
S_10338374.jpg,val,val,False
S_10338548.jpg,train,train,False
S_10338975.jpg,train,train,False
S_10339317.jpg,val,val,False
S_10339318.jpg,train,train,False
S_10339349.jpg,val,val,False
S_10339359.jpg,val,val,False
S_10339380.jpg,train,train,False
S_10339437.jpg,train,train,False
S_10339482.jpg,train,train,False
S_10339536.jpg,train,train,False
S_10339543.jpg,train,train,False
S_10339549.jpg,val,val,False
S_10339598.jpg,train,train,False
S_10339608.jpg,train,train,False
S_10339650.jpg,train,train,False
S_10339681.jpg,train,train,False
S_10339709.jpg,train,train,False
S_10339875.jpg,train,train,False
S_10339881.jpg,train,train,False
S_10339891.jpg,train,train,False
S_10339949.jpg,train,train,False
S_10339987.jpg,val,val,False
S_10340245.jpg,val,val,False
S_10340279.jpg,train,train,False
S_10340280.jpg,train,train,False
S_10340296.jpg,train,train,False
S_10340402.jpg,val,val,False
S_10340405.jpg,train,train,False
S_10340438.jpg,val,val,False
S_10340440.jpg,train,train,False
S_10340442.jpg,val,val,False
S_10340454.jpg,train,train,False
S_10340608.jpg,train,train,False
S_10340618.jpg,train,train,False
S_10340619.jpg,train,train,False
S_10340623.jpg,val,val,False
S_10340625.jpg,train,train,False
S_10340660.jpg,train,train,False
S_10340675.jpg,train,train,False
S_10340676.jpg,train,train,False
S_10340697.jpg,train,train,False
S_10340720.jpg,train,train,False
S_10340732.jpg,train,train,False
S_10340738.jpg,train,train,False
S_10340756.jpg,train,train,False
S_10341013.jpg,train,train,False
S_10341049.jpg,train,train,False
S_10343558.jpg,train,train,False
S_10343752.jpg,train,train,False
S_10344034.jpg,train,train,False
S_10344583.jpg,train,train,False
S_10344602.jpg,train,train,False
S_10345438.jpg,train,train,False
S_10346352.jpg,train,train,False
S_10346671.jpg,train,train,False
S_10346926.jpg,val,val,False
S_10346949.jpg,train,train,False
S_10346950.jpg,train,train,False
S_10346987.jpg,train,train,False
S_10347002.jpg,train,train,False
S_10347004.jpg,train,train,False
S_10347013.jpg,train,train,False
S_10347014.jpg,train,train,False
S_10347035.jpg,train,train,False
S_10347062.jpg,train,train,False
S_10347070.jpg,train,train,False
S_10347077.jpg,train,train,False
S_10347086.jpg,train,train,False
S_10347088.jpg,train,train,False
S_10347091.jpg,val,val,False
S_10347106.jpg,train,train,False
S_10347120.jpg,train,train,False
S_10347121.jpg,train,train,False
S_10347137.jpg,train,train,False
S_10347138.jpg,train,train,False
S_10347141.jpg,train,train,False
S_10347146.jpg,train,train,False
S_10347158.jpg,train,train,False
S_10347168.jpg,train,train,False
S_10347180.jpg,train,train,False
S_10348175.jpg,train,train,False
S_10349203.jpg,train,train,False
S_10349306.jpg,val,val,False
S_10349331.jpg,train,train,False
S_10350545.jpg,train,train,False
S_10353984.jpg,train,train,False
S_10354164.jpg,train,train,False
S_10355262.jpg,train,train,False
S_10356150.jpg,train,train,False
S_10357527.jpg,train,train,False
S_10359270.jpg,train,train,False
S_10359385.jpg,train,train,False
S_10360577.jpg,train,train,False
S_10360612.jpg,val,val,False
